Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_24,month
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.30483165542382,92.04210330252133,331.71347356875,540.7639824234375,386.8240667484375,394.8523654359376,362.2871441109375,355.0812647484375,170.0209195198698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.7423243766872,314.3198497359375,459.37825171875,550.4220744749999,587.242471725,566.7941916000001,488.9237087109375,359.5519746,174.9921870969363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.85750228264352,318.74573469375,462.63815836874994,556.5482827734373,520.2247318734373,430.6832059359376,411.7943517187499,269.7779357095281,126.1018805459497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.49945270838935,228.32949571884373,343.80668424374994,382.99897843593743,194.66825547554785,149.0598538595255,174.67931764706873,78.74731015425652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.20303661906834,167.8444889688644,115.40039034870154,175.75143501680216,101.91655406519402,67.48267538590503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.86946837317024,112.6642980568841,147.33956838249128,81.18420454184239,180.08028227564387,196.3399525410996,66.05011549415835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.42721371336486,355.711376475,507.67275706875,605.8413333984374,499.94588109375,541.4729804859375,430.42681798593753,328.9221936,131.4942974569639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.2184670406839,347.02187349375004,496.42139777343743,594.1987365234374,532.5481161,521.9247903187501,440.7744222984375,314.55601734375,151.37084881398624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.25482291160182,175.16761144725191,240.3637876310884,373.7165143359375,640.265514525,619.7508954000001,539.7268622484374,407.1680267484375,219.60535872683465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.7534936142915,353.621697975,502.0348442484376,594.3299607984375,632.0278039359375,609.901908525,531.134583525,400.1039406,214.6750169992996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.38244367740947,347.5118108109374,491.84824381875,478.7201601,523.4928426,478.1004394359375,522.8390105859376,393.4448217984375,210.96625163090025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.69511553364646,113.1326295089414,357.90699902343755,443.28856674375,479.50760812499993,448.082864775,325.0476952734375,117.10228724006495,68.61054339300989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.20373678825693,98.90983603696418,0.0,0.0,95.2459344436316,221.39981673792587,194.9760384899547,55.1564159129245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.791794862728,253.65470462135997,527.7221649984375,623.91031486875,661.935476475,550.9524345609375,427.721337225,350.29396404843743,157.253090824947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.77154844913616,277.7420784547602,506.3984352984375,522.5766746484376,640.8701054437499,521.0185578609376,427.679977725,451.6851300609375,262.7288692558189,59.87425156575485,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.5695423604021,410.4431604,566.1276075000001,666.1167952359375,706.0638273609374,683.46936669375,594.3045206109376,457.48050586875,269.0760603510148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3736156741605,237.3540124251986,348.9544793109375,428.044842225,484.120298025,412.5063301734375,496.57121206875,366.27789436875,233.41309025897755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.56681053733826,133.76459729042392,159.92858658336002,153.12082850566298,155.48127834820252,47.90400967125173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.4396125456492,137.11471301703187,243.60209956859595,0.0,137.56961378363283,135.8679013456662,83.9517053993558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.68403540651856,0.0,207.40133078955725,174.2646274323441,190.4049563371488,144.13790487531244,193.78677125897337,0.0,60.37208838511035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.91069043319044,385.1961097359375,291.00293385363506,285.33945002165035,459.5444076234375,340.69151536875,175.71898074401585,78.25200626129403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.54385026253355,60.88415979986792,227.1236307748792,497.633429475,504.0782082984376,179.50561395834373,408.29990394375,319.22470636874993,273.06679255819955,74.13129151483584,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.9176484937811,418.7957382984375,565.2905076000001,658.4244605859375,690.1699742437501,668.8337906249999,454.9936955484374,399.56642706093743,172.466632956239,52.17722486898387,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.45560127843491,247.7792117652317,294.93295515080894,240.76889305398163,278.9993269327531,204.99682875,113.28883639754548,52.77352742738279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.00829664786843,82.56323213764439,53.76704217096399,196.8666880308388,131.8467171768519,84.70869956440542,50.99226121974623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.4276356583929,73.86712567624913,357.03480369374995,452.2375967484375,466.9722052734375,398.1677388609375,424.1144778609375,315.03593214843755,185.94472728450765,60.99202395516375,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.00775119306293,248.7412684319589,446.4290030484375,592.7581296,681.5152326937499,716.6233683984375,694.312348275,615.8444765484376,481.2117999609375,307.11563861566844,54.93611502390376,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5221899946506,257.64849048615014,454.6092159984375,594.2457573609374,580.2246309234375,710.0266509984374,686.8029846234375,605.0516113687501,476.17657644375,301.2087294435824,62.9839914239617,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.62031836509527,168.8112742371467,427.71775921875,143.7913681649823,458.52859168593744,498.69729,310.597949025,104.00960477936272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.36036365459374,218.25995529167645,145.9775396614746,138.93861581301542,156.536194959855,160.40125076109413,57.69486851393128,207.42431452334063,92.70469272598078,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0855880218883,319.87837074375,422.5716558984374,554.9017549359374,570.87975774375,510.09064981875,396.91217986875,218.7656088233158,91.1939497349815,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.7981338081396,264.331263417334,382.26119124375,484.73915106093744,566.7273663187499,504.5232324234375,360.13464831093745,300.9232443951019,210.13241309880505,51.31003467900711,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.27762074295228,450.02201619375,597.4925190609375,595.2024197437499,729.0642036234374,348.1504299,131.33649766801,97.23535473515848,145.94255906814723,99.20466933318612,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.64080116279143,464.8522442484375,612.7890332484376,498.3987708984375,571.10725546875,356.67235652343754,221.36508680961828,265.9747302170084,88.65277174162367,111.9775064344275,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23610026144001,292.46044804664945,484.8670174359375,630.5708541234376,519.9948488109375,294.6985877653609,418.92126924375,478.8048088687501,397.8521001000001,180.3833516460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.52738155955555,195.14755412068104,335.14917856875,394.8195132984375,298.73619623577446,386.89155106875,323.8804296,320.79864137343753,75.1445168268635,50.1101991925056,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.45734473349486,152.83076557738943,196.77924298810024,196.77924298810024,159.62448346656,137.84908258188375,96.69010721229328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.6936787803129,115.75588934013582,79.85214225362775,139.27848256873656,113.67060099497236,95.7262115921879,109.83533976928048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.6535161699364,476.3172396937499,67.53903277891443,116.48868959171428,126.34821416342837,120.31365891968164,223.5005004412916,408.7394318109375,258.93912489790534,83.63403021883789,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.27739693196716,355.7146076859375,556.5216383999999,709.1366129859374,804.2134464000001,840.8882663999998,678.6906872484374,585.0890136,453.04197631875,255.1482861343598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.30692880981576,358.6028623734375,556.9933824,707.7289400999999,433.7469108984375,192.0660606540796,458.0550561234375,586.3420836,518.8352574234375,265.2577304141217,69.36054371307732,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.7506990488305,356.5640424937499,553.0532821734375,701.3579762109374,666.5755824,626.0236163999999,649.6535131734375,568.8716733984376,426.16434144375,303.4569360685212,62.36911051808622,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.52647659953836,91.546201411306,186.10537035111457,127.2335657274002,547.7088362484375,288.57801468548416,262.3208087708496,554.8578872484374,382.8833049234375,82.56323213764439,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.16686396419121,347.19096756093745,419.5200810937501,685.5567468750002,632.21563006875,498.5631032484375,636.882225525,182.05371035940377,418.9250788734375,381.0488984859375,110.23329526488084,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.29491851388858,254.76661902367468,559.353883725,705.7888314750002,796.2178833984376,829.0970786109374,800.9585766,716.2853658187498,453.3268974609376,296.40755837935274,166.20322120037022,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.71563098651177,266.3136384084919,566.1565847437502,710.9049773109374,801.2136503109374,834.1857201234375,808.4829407484375,719.8767576,583.4206146234375,399.8027699859375,173.03079705657208,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.9753132292527,187.275202510472,183.37487399760371,179.7643772180749,111.59129235156152,182.1400103821166,136.377674998429,68.626364469814,225.8024151072695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93530594832458,138.0248045359909,203.8916250735,217.8791416807592,154.45012994112102,144.80230073994937,95.22544169709374,64.25867574917866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.30645351443961,161.08021858978057,255.04648426999756,393.636768525,374.25550719375,509.8939170609375,585.7969431234375,409.244656275,240.14719416038872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.762925172168,122.8969096051117,62.92673113726623,99.47551866696472,145.61600620533912,210.9600547346413,70.93235443388706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.32176382486355,341.1426564,522.8090863734375,379.71719296875,166.70447503218787,166.54626229766427,231.92252166725797,109.78287971849204,99.65507284918937,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.4438924104764,421.85576671875,616.88466669375,763.70736999375,848.3281711734373,877.1232834,840.99398394375,495.61541859375,529.2975051,347.0655172359375,125.146611813802,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.64769906725405,413.8534008984375,599.83615794375,734.8424021859374,819.13876419375,841.1078569359373,779.5993893187499,721.8744060937499,492.2436480609375,209.38618804359203,114.13352086295482,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0938420458797,426.80547511874994,613.3066412484375,751.950005625,836.7603080484374,865.8751374,832.2797330859374,748.66684449375,608.0216329687499,426.5280196734376,201.6068583894241,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.83145288571788,0.0,162.2867720187622,385.0132104000001,671.9236523999999,689.3157726000001,703.4477058984376,676.17248619375,548.36528394375,364.2987616734375,173.9547300093937,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.525599275,550.5742715484374,672.4045346484376,662.91817921875,646.11784794375,710.8765682484375,644.8758344437499,536.0307152484376,282.8754551915967,150.9699829561178,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.90031678868706,313.8069202734375,466.6448612109374,651.2653448437501,666.7326717187501,639.6165043734376,505.5504119859375,511.7860629984376,506.06304456093744,398.21166669375,187.36477680979013,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1350906327806,386.92204986093753,553.4648642249999,679.5756717749999,540.7804225687499,782.1444740484374,756.7576584749999,680.7196880859374,559.0579176,394.842172725,190.355450414956,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.96603531798118,308.54967737343753,477.0831492984376,673.9881428109376,746.3193051234374,768.6442968750001,740.1401036859376,664.4359922484375,543.10071099375,382.2824865234375,182.4925920339261,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.25051470083685,390.5373103734375,554.45544984375,674.6513792484376,749.16684399375,673.9373328187501,731.2682861859374,591.6676989234375,433.42299,303.692382508704,142.46372789969732,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.10699244765888,366.2018514984375,399.85249224375,464.3031597749999,545.5499624859375,434.12264122500005,197.31129725480795,217.7668227486474,88.16543435235725,123.33505226288554,56.5781152500695,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.00304764536008,330.60430186875,223.60637873173184,529.0068880687501,799.6519708734374,687.5301529687499,695.8723641187498,573.334295625,318.8841264984375,134.1253504134393,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.08437399883985,442.3625349609375,617.81328984375,201.35471965611177,454.7814721734375,852.6568050000001,461.631377025,740.8710291937499,605.517432975,432.006631875,218.68564544717088,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.36549432305988,309.34564171875,484.2971406000001,382.67990499375,243.68070230665583,243.8046342940676,181.6613734961236,121.01787252727536,181.15750958676625,112.09218747238816,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.14356704496493,372.4060836234376,644.5255391859375,656.6415999609374,642.3453099984375,406.384708275,235.9449489482529,252.61200075740655,299.33970973704936,117.15817483401786,130.2142362558695,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,50.110100152859175,256.0338432978343,469.1245104000001,642.4097588999999,608.22165324375,754.7440509984374,550.710444375,625.8000767484375,337.54218523593744,500.9572961859374,356.20334593593753,238.61275017850105,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,54.73911383919395,269.3793479599752,483.9050699437501,655.7009579859375,783.1089898734376,853.6791793359374,875.3460802734375,844.1792093109374,757.1736656859376,624.9742790484376,450.98174214843743,237.2590852460189,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.34103081424487,311.9754456,643.6595490609375,483.8082039984374,717.6771129937501,414.106875,247.92346165806492,361.84468831875,157.15785512249855,61.85517025201949,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.11918232326272,179.06710678959377,270.0946737141629,407.74122437343743,383.3604069750001,202.6284109505202,0.0,0.0,123.00479221128808,75.34808819391206,56.98480991504744,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09098175071718,334.50097206093744,590.7774356859376,697.0479887109375,808.354003275,899.9034574359375,701.6296218749999,693.674756775,515.06726236875,305.2790648487677,192.27592028590948,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,71.80980007467701,295.99878762268986,504.3916127249999,677.1912006234376,803.1461115234376,878.2037133187499,895.2121729687501,862.6037199609375,773.9561721937499,641.8047891937499,464.6452356,253.94013147523327,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,72.29977929111443,293.86822575085,500.0729911734375,668.2626200249998,787.39841919375,860.5421433984374,881.6386927359375,851.3264214,767.0378040609374,637.56458049375,464.5223715234375,255.78249574233396,54.47554341870376,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,76.82016027407998,300.1387264048287,505.883585025,666.9474659859375,788.7255997359374,859.4214839437501,878.7962598187502,842.80786419375,760.4221370484374,629.0072602734375,457.6059984234375,252.43067518439247,54.86051726698778,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,51.65027143875191,188.43712501537712,439.4182094859375,636.3573962484375,673.6442331937501,722.0040947437499,765.6397748999999,800.8588223999999,644.8711162359374,391.3168959984374,361.79460774843744,179.38923582816173,0.0,0.0,0.0,0.0,0.0,0.0,4
