Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_24,month
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.37292988072079,149.77878726113545,403.04188299375,490.4962706109374,512.6375261109375,476.22766156875,382.88520781875,234.07199911593412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.7165094228654,265.20507946808533,334.4210683734375,395.87555109375,356.62166042343745,295.4248712500414,171.61160573563325,65.47320965214585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2347941599089,158.40929027616,285.55637485085646,366.8429851734375,361.9979859234375,206.5939938829888,136.72502887922133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.38973604600005,227.04133875684244,319.92206567343754,238.18893509806,231.98432762289707,283.1311623706879,156.69340513809126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.46246466100575,128.58223798248875,159.53961506126828,328.86932331093755,284.3726856499315,276.5939551624751,230.2104940988851,72.25626876989087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8132943643878,109.44643783687972,125.32067246195278,72.25524544056,89.55099350337674,57.87596353751615,57.0972549391319,50.07482539114071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38861750904,0.0,69.57838299369197,64.92912302625638,97.40170089624668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25633641284087,116.43837289477902,82.7952201677062,83.75694862431523,111.42125199886844,68.7803990762076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.38187580707483,341.28874168593745,171.3196065545122,112.69334911419648,68.87609890410825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.26768182425218,316.6118046,336.18477847500003,465.9104114437499,477.32784474375,309.4370638734375,259.50840033028686,92.02881694682247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.9021579335,338.06314089843744,375.0318590484375,418.1018917359376,480.91636618593753,400.491511875,265.1590113036039,95.35530610134371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.81814378039198,248.31412045989157,396.9786737109375,485.7600447984376,517.77133419375,489.7304953734375,408.2156301234376,270.1827404229175,97.26306198984376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.500018874538895,0.0,127.9770859414982,67.08658467130994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0210096219256,262.9804330717222,412.9221095999999,505.5378710484375,539.5813656187498,513.1218110484373,429.686732475,291.97470048280826,108.32007689430212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.93706450929321,122.72185210629354,74.0652389084511,111.9775064344275,50.72749133313903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.761926087262566,71.80980007467701,75.93408417335999,0.0,103.21611044589716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0118750911703,258.2133832983615,175.62397137124364,275.86491071080616,210.9413476061455,280.6714054397434,250.07933668961667,132.80604646589592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.40003524084423,142.4405098235756,102.51959342172412,92.08344629204583,178.16260255628947,106.91240741190023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.48039039895278,112.2042258842875,69.65343291312631,148.10010091536284,367.106000625,350.636442975,0.0,61.72064966076809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.55638043673865,140.56617581390606,291.41899360153565,495.9929583984375,534.8699810999999,348.25121424843746,352.87526777343743,224.28899725072625,59.20667363054169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6475794296302,281.2031707122064,432.6064738734376,522.3585339984375,557.96304256875,440.37284484374993,362.11250131875,238.672401195788,75.35460512820369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.08446076212543,155.6949839436873,341.17658859375,513.3415589859375,549.09357969375,525.829511025,445.3407567984376,313.65616156875,129.7778468363721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.68413466050147,72.58867369344763,64.51395700127607,56.564112672243326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.67166900539908,206.76963602284323,262.2787441830306,343.81620000000004,384.47136,436.4719491234375,138.41519884300237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.84952490788453,88.24425422005396,163.5516839714067,427.132680975,553.7092909359374,318.0169078734376,337.55282199843754,108.70338412597717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.67595016605804,152.15170636854504,430.5845164359375,523.3362702750001,476.7829346109375,538.2123776859376,372.84314169374994,267.5838623094292,93.07397642516592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87671059704572,309.833862975,326.3453188734375,317.83366686093746,278.3581696414837,99.88451253147494,91.79410297620326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.30932594349549,113.8351155565784,173.52401301133335,125.45554698204488,97.6987272640083,72.09470221042855,63.14654603466997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.23532099480224,304.78608155143854,448.6917874359375,540.9076657359376,577.3687267359375,552.6384074859375,475.27147906875007,346.58688339843746,160.12486776424808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.10318694195495,263.2683893198338,381.1544099999999,164.5636134553044,67.17704573924948,66.44206170159063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
